"model","variables","dependencies","m","time.mean","minimality.mean","accuracy.mean"
"model_20110310_1849309646.xml",23,0,4,142.566666666667,0.722222222222222,0.85
"model_20110310_1849309646.xml",23,0,6,127.5,0.444444444444444,1
"model_20110310_1849309646.xml",23,0,10,124.733333333333,0.444444444444444,1
"model_20110318_225131257.xml",15,4,1,141.7,1,1
"model_20110318_225131257.xml",15,4,2,134.7,0.666666666666667,1
"model_20110318_225131257.xml",15,4,4,121.7,0.55952380952381,1
"model_20110318_225131257.xml",15,4,6,123.833333333333,0.55952380952381,1
"model_20110318_225131257.xml",15,4,10,123.966666666667,0.55952380952381,1
"model_20110323_789959080.xml",15,0,1,134.266666666667,1,1
"model_20110323_789959080.xml",15,0,2,128.3,0.666666666666667,1
"model_20110323_789959080.xml",15,0,4,120.1,0.638888888888889,0.833333333333333
"model_20110323_789959080.xml",15,0,6,122.8,0.638888888888889,0.833333333333333
"model_20110323_789959080.xml",15,0,10,114.666666666667,0.511904761904762,1
"model_20110328_1177934440.xml",18,3,1,126.2,1,1
"model_20110328_1177934440.xml",18,3,2,126.733333333333,0.666666666666667,1
"model_20110328_1177934440.xml",18,3,4,120.8,0.555555555555556,1
"model_20110328_1177934440.xml",18,3,6,113.566666666667,0.466666666666667,1
"model_20110328_1177934440.xml",18,3,10,111.3,0.437037037037037,1
"model_20110329_10104623.xml",41,5,1,273.566666666667,1,0.983333333333333
"model_20110329_10104623.xml",41,5,2,231.5,0.763703703703704,0.807142857142857
"model_20110329_10104623.xml",41,5,4,197.366666666667,0.494786324786325,0.807142857142857
"model_20110329_10104623.xml",41,5,6,169.366666666667,0.342222222222222,0.957142857142857
"model_20110329_10104623.xml",41,5,10,153.866666666667,0.311111111111111,1
"model_20110330_919429247.xml",25,2,1,163.466666666667,1,1
"model_20110330_919429247.xml",25,2,2,141.333333333333,0.5,1
"model_20110330_919429247.xml",25,2,4,138.633333333333,0.361111111111111,1
"model_20110330_919429247.xml",25,2,6,132.633333333333,0.305555555555556,1
"model_20110330_919429247.xml",25,2,10,126.166666666667,0.26984126984127,1
"model_20110401_868452735.xml",14,0,1,133.033333333333,1,1
"model_20110401_868452735.xml",14,0,2,128.833333333333,0.666666666666667,1
"model_20110401_868452735.xml",14,0,4,126.166666666667,0.5,1
"model_20110401_868452735.xml",14,0,6,126.166666666667,0.5,1
"model_20110401_868452735.xml",14,0,10,122.233333333333,0.464285714285714,1
"model_20110406_1047532859.xml",29,3,1,156.566666666667,1,1
"model_20110406_1047532859.xml",29,3,2,146.066666666667,0.5,1
"model_20110406_1047532859.xml",29,3,4,138.066666666667,0.333333333333333,1
"model_20110406_1047532859.xml",29,3,6,139.133333333333,0.333333333333333,1
"model_20110406_1047532859.xml",29,3,10,128.833333333333,0.255952380952381,1
"model_20110406_353034837.xml",40,0,1,194.8,1,1
"model_20110406_353034837.xml",40,0,2,182.666666666667,0.5,1
"model_20110406_353034837.xml",40,0,4,163.866666666667,0.305555555555556,1
"model_20110406_353034837.xml",40,0,6,141.4,0.205555555555556,1
"model_20110406_353034837.xml",40,0,10,141.266666666667,0.172222222222222,1
"model_20110406_656545830.xml",17,0,1,127.733333333333,1,1
"model_20110406_656545830.xml",17,0,2,123,0.666666666666667,1
"model_20110406_656545830.xml",17,0,4,114.966666666667,0.527777777777778,1
"model_20110406_656545830.xml",17,0,6,116.566666666667,0.483333333333333,1
"model_20110406_656545830.xml",17,0,10,116.833333333333,0.441666666666667,1
"model_20110407_1283128166.xml",51,1,1,182,1,1
"model_20110407_1283128166.xml",51,1,2,174.5,0.5,1
"model_20110407_1283128166.xml",51,1,4,162.266666666667,0.277777777777778,1
"model_20110407_1283128166.xml",51,1,6,152.633333333333,0.233333333333333,1
"model_20110407_1283128166.xml",51,1,10,144.3,0.155952380952381,1
"model_20110428_1131293346.xml",13,0,1,110.566666666667,1,1
"model_20110428_1131293346.xml",13,0,2,112.166666666667,0.666666666666667,1
"model_20110428_1131293346.xml",13,0,4,111.766666666667,0.555555555555556,1
"model_20110428_1131293346.xml",13,0,6,101.966666666667,0.5,1
"model_20110428_1131293346.xml",13,0,10,103.466666666667,0.5,1
"model_20110428_553405269.xml",37,4,1,192.433333333333,1,1
"model_20110428_553405269.xml",37,4,2,185.666666666667,0.5,1
"model_20110428_553405269.xml",37,4,4,164.666666666667,0.333333333333333,1
"model_20110428_553405269.xml",37,4,6,151.466666666667,0.277777777777778,0.888888888888889
"model_20110428_553405269.xml",37,4,10,142.266666666667,0.222222222222222,1
"model_20110507_674768061.xml",40,17,1,229.5,1,1
"model_20110507_674768061.xml",40,17,2,218.333333333333,0.683333333333333,1
"model_20110507_674768061.xml",40,17,4,175.566666666667,0.361111111111111,0.888888888888889
"model_20110507_674768061.xml",40,17,6,161.3,0.316666666666667,0.888888888888889
"model_20110507_674768061.xml",40,17,10,151.133333333333,0.283333333333333,0.888888888888889
"model_20110516_1331478109.xml",88,59,1,401.066666666667,1,1
"model_20110516_1331478109.xml",88,59,2,354.8,0.55,1
"model_20110516_1331478109.xml",88,59,4,303.766666666667,0.277777777777778,1
"model_20110516_1331478109.xml",88,59,6,290.433333333333,0.227777777777778,1
"model_20110516_1331478109.xml",88,59,10,259.866666666667,0.150396825396825,1
"model_20110519_1142211980.xml",14,0,1,118.233333333333,1,1
"model_20110519_1142211980.xml",14,0,2,116.2,0.666666666666667,1
"model_20110519_1142211980.xml",14,0,4,113.2,0.5,1
"model_20110519_1142211980.xml",14,0,6,113.366666666667,0.5,1
"model_20110519_1142211980.xml",14,0,10,109.833333333333,0.464285714285714,1
"model_20110519_503436691.xml",11,0,1,131.166666666667,1,1
"model_20110519_503436691.xml",11,0,2,125.166666666667,0.666666666666667,1
"model_20110519_503436691.xml",11,0,4,119.966666666667,0.555555555555556,1
"model_20110519_503436691.xml",11,0,6,119.033333333333,0.511111111111111,1
"model_20110519_503436691.xml",11,0,10,118.7,0.511111111111111,1
"model_20110525_1619420630.xml",45,5,1,176,1,1
"model_20110525_1619420630.xml",45,5,2,162,0.5,1
"model_20110525_1619420630.xml",45,5,4,149.933333333333,0.277777777777778,1
"model_20110525_1619420630.xml",45,5,6,144.133333333333,0.222222222222222,1
"model_20110525_1619420630.xml",45,5,10,140.866666666667,0.186507936507937,1
"model_20110525_564104612.xml",27,6,1,154.133333333333,1,1
"model_20110525_564104612.xml",27,6,2,142.566666666667,0.5,1
"model_20110525_564104612.xml",27,6,4,133.633333333333,0.333333333333333,1
"model_20110525_564104612.xml",27,6,6,131.6,0.333333333333333,1
"model_20110525_564104612.xml",27,6,10,127.566666666667,0.255952380952381,1
"model_20110525_928187171.xml",14,0,1,111.6,1,1
"model_20110525_928187171.xml",14,0,2,108.7,0.666666666666667,1
"model_20110525_928187171.xml",14,0,4,105.466666666667,0.5,1
"model_20110525_928187171.xml",14,0,6,106.8,0.5,1
"model_20110525_928187171.xml",14,0,10,103.3,0.464285714285714,1
"model_20110527_1847306763.xml",63,46,1,241.266666666667,1,1
"model_20110527_1847306763.xml",63,46,2,219.566666666667,0.5,1
"model_20110527_1847306763.xml",63,46,4,209.466666666667,0.277777777777778,1
"model_20110527_1847306763.xml",63,46,6,197.033333333333,0.222222222222222,1
"model_20110527_1847306763.xml",63,46,10,173.433333333333,0.137037037037037,1
"model_20110601_1103941862.xml",12,2,1,120.933333333333,1,1
"model_20110601_1103941862.xml",12,2,2,114.433333333333,0.666666666666667,1
"model_20110601_1103941862.xml",12,2,4,111.1,0.555555555555556,1
"model_20110601_1103941862.xml",12,2,6,108.266666666667,0.5,1
"model_20110601_1103941862.xml",12,2,10,106.633333333333,0.5,1
"model_20110605_1465859222.xml",17,0,1,128.933333333333,1,1
"model_20110605_1465859222.xml",17,0,2,126,0.666666666666667,1
"model_20110605_1465859222.xml",17,0,4,118.7,0.527777777777778,1
"model_20110605_1465859222.xml",17,0,6,115.366666666667,0.483333333333333,1
"model_20110605_1465859222.xml",17,0,10,115.266666666667,0.441666666666667,1
"model_20110622_260389190.xml",12,0,1,128.166666666667,1,1
"model_20110622_260389190.xml",12,0,2,125.433333333333,0.666666666666667,1
"model_20110622_260389190.xml",12,0,4,118.466666666667,0.555555555555556,1
"model_20110622_260389190.xml",12,0,6,118.133333333333,0.5,1
"model_20110622_260389190.xml",12,0,10,117.6,0.5,1
"model_20110704_328391695.xml",172,0,1,1597.03333333333,1,1
"model_20110704_328391695.xml",172,0,2,1554.53333333333,0.791353383458647,0.977777777777778
"model_20110704_328391695.xml",172,0,4,1304.63333333333,0.412037037037037,0.977777777777778
"model_20110704_328391695.xml",172,0,6,1077.53333333333,0.318181818181818,0.955555555555556
"model_20110704_328391695.xml",172,0,10,817.6,0.245958032335741,0.977777777777778
"model_20110704_555218409.xml",11,0,1,110.7,1,1
"model_20110704_555218409.xml",11,0,2,110.166666666667,0.666666666666667,1
"model_20110704_555218409.xml",11,0,4,105.633333333333,0.555555555555556,1
"model_20110704_555218409.xml",11,0,6,106.766666666667,0.511111111111111,1
"model_20110704_555218409.xml",11,0,10,105.466666666667,0.511111111111111,1
"model_20110712_1373520081.xml",66,2,1,194.7,1,1
"model_20110712_1373520081.xml",66,2,2,190.966666666667,0.5,1
"model_20110712_1373520081.xml",66,2,4,174.766666666667,0.305555555555556,1
"model_20110712_1373520081.xml",66,2,6,164.966666666667,0.205555555555556,1
"model_20110712_1373520081.xml",66,2,10,155.566666666667,0.134259259259259,1
"model_20110715_945252556.xml",32,0,1,185.633333333333,1,1
"model_20110715_945252556.xml",32,0,2,173.1,0.5,1
"model_20110715_945252556.xml",32,0,4,152,0.305555555555556,1
"model_20110715_945252556.xml",32,0,6,132.366666666667,0.261111111111111,1
"model_20110715_945252556.xml",32,0,10,127.666666666667,0.189814814814815,1
"model_20110718_866950306.xml",20,0,1,136.6,1,1
"model_20110718_866950306.xml",20,0,2,128.1,0.5,1
"model_20110718_866950306.xml",20,0,4,124.266666666667,0.388888888888889,1
"model_20110718_866950306.xml",20,0,6,118.566666666667,0.288888888888889,1
"model_20110718_866950306.xml",20,0,10,113.533333333333,0.255555555555556,1
"model_20110722_419227445.xml",25,0,1,122.266666666667,1,1
"model_20110722_419227445.xml",25,0,2,113.433333333333,0.5,1
"model_20110722_419227445.xml",25,0,4,111.133333333333,0.361111111111111,1
"model_20110722_419227445.xml",25,0,6,110.9,0.305555555555556,1
"model_20110722_419227445.xml",25,0,10,109.333333333333,0.26984126984127,1
"model_20110725_452580960.xml",34,0,1,141,1,1
"model_20110725_452580960.xml",34,0,2,128.366666666667,0.666666666666667,1
"model_20110725_452580960.xml",34,0,4,124.366666666667,0.444444444444444,1
"model_20110725_452580960.xml",34,0,6,120.766666666667,0.311111111111111,1
"model_20110725_452580960.xml",34,0,10,116.166666666667,0.218518518518519,1
"model_20110809_1799855518.xml",25,0,1,162.466666666667,1,1
"model_20110809_1799855518.xml",25,0,2,157.566666666667,0.523809523809524,1
"model_20110809_1799855518.xml",25,0,4,135.6,0.47037037037037,0.95
"model_20110809_1799855518.xml",25,0,6,130.866666666667,0.388888888888889,1
"model_20110809_1799855518.xml",25,0,10,129.033333333333,0.325396825396825,1
"model_20110823_1386366267.xml",15,1,1,119.533333333333,1,1
"model_20110823_1386366267.xml",15,1,2,115.9,0.666666666666667,1
"model_20110823_1386366267.xml",15,1,4,112.3,0.5,1
"model_20110823_1386366267.xml",15,1,6,113.2,0.5,1
"model_20110823_1386366267.xml",15,1,10,112.366666666667,0.464285714285714,1
"model_20110823_553386338.xml",21,0,1,116.866666666667,1,1
"model_20110823_553386338.xml",21,0,2,113.833333333333,0.5,1
"model_20110823_553386338.xml",21,0,4,113,0.388888888888889,1
"model_20110823_553386338.xml",21,0,6,107.666666666667,0.288888888888889,1
"model_20110823_553386338.xml",21,0,10,104,0.255555555555556,1
"model_20110826_1180494500.xml",24,0,1,117.033333333333,1,1
"model_20110826_1180494500.xml",24,0,2,119.3,0.5,1
"model_20110826_1180494500.xml",24,0,4,110.1,0.361111111111111,1
"model_20110826_1180494500.xml",24,0,6,111.6,0.305555555555556,1
"model_20110826_1180494500.xml",24,0,10,109.333333333333,0.26984126984127,1
"model_20110826_1555954181.xml",24,0,1,121.066666666667,1,1
"model_20110826_1555954181.xml",24,0,2,120.3,0.5,1
"model_20110826_1555954181.xml",24,0,4,111.7,0.361111111111111,1
"model_20110826_1555954181.xml",24,0,6,111.8,0.305555555555556,1
"model_20110826_1555954181.xml",24,0,10,108.166666666667,0.26984126984127,1
"model_20110826_1574631601.xml",52,4,1,153.433333333333,1,1
"model_20110826_1574631601.xml",52,4,2,145.166666666667,0.5,1
"model_20110826_1574631601.xml",52,4,4,138.533333333333,0.277777777777778,1
"model_20110826_1574631601.xml",52,4,6,135.866666666667,0.233333333333333,1
"model_20110826_1574631601.xml",52,4,10,125.233333333333,0.155952380952381,1
"model_20110826_1744501275.xml",24,0,1,121.833333333333,1,1
"model_20110826_1744501275.xml",24,0,2,116.7,0.5,1
"model_20110826_1744501275.xml",24,0,4,115.733333333333,0.361111111111111,1
"model_20110826_1744501275.xml",24,0,6,110.933333333333,0.305555555555556,1
"model_20110826_1744501275.xml",24,0,10,114.333333333333,0.26984126984127,1
"model_20110826_252647654.xml",24,0,1,120.4,1,1
"model_20110826_252647654.xml",24,0,2,117.1,0.5,1
"model_20110826_252647654.xml",24,0,4,113.5,0.361111111111111,1
"model_20110826_252647654.xml",24,0,6,112.733333333333,0.305555555555556,1
"model_20110826_252647654.xml",24,0,10,110.233333333333,0.26984126984127,1
"model_20110826_819334011.xml",24,0,1,124.8,1,1
"model_20110826_819334011.xml",24,0,2,116.3,0.5,1
"model_20110826_819334011.xml",24,0,4,115.766666666667,0.361111111111111,1
"model_20110826_819334011.xml",24,0,6,113.366666666667,0.305555555555556,1
"model_20110826_819334011.xml",24,0,10,109,0.26984126984127,1
"model_20110915_1159959623.xml",10,2,1,121.4,1,1
"model_20110915_1159959623.xml",10,2,2,121.2,0.833333333333333,1
"model_20110915_1159959623.xml",10,2,4,114.766666666667,0.555555555555556,1
"model_20110915_1159959623.xml",10,2,6,109.433333333333,0.511111111111111,1
"model_20110915_1159959623.xml",10,2,10,109.9,0.511111111111111,1
"model_20110919_127780100.xml",37,6,1,242.8,1,1
"model_20110919_127780100.xml",37,6,2,211.8,0.713053613053613,1
"model_20110919_127780100.xml",37,6,4,179.433333333333,0.571428571428571,1
"model_20110919_127780100.xml",37,6,6,155.733333333333,0.571428571428571,1
"model_20110919_127780100.xml",37,6,10,145.166666666667,0.518518518518518,1
"model_20110925_62365838.xml",23,0,1,133.433333333333,1,1
"model_20110925_62365838.xml",23,0,2,128.6,0.5,1
"model_20110925_62365838.xml",23,0,4,122,0.388888888888889,1
"model_20110925_62365838.xml",23,0,6,114.366666666667,0.277777777777778,1
"model_20110925_62365838.xml",23,0,10,117.666666666667,0.277777777777778,1
"model_20110926_400852996.xml",36,1,1,152.366666666667,1,1
"model_20110926_400852996.xml",36,1,2,139.833333333333,0.5,1
"model_20110926_400852996.xml",36,1,4,133.666666666667,0.333333333333333,1
"model_20110926_400852996.xml",36,1,6,125.266666666667,0.244444444444444,1
"model_20110926_400852996.xml",36,1,10,120.766666666667,0.181481481481481,1
"model_20110926_608554224.xml",30,2,1,147.033333333333,1,1
"model_20110926_608554224.xml",30,2,2,138.033333333333,0.5,1
"model_20110926_608554224.xml",30,2,4,132.7,0.305555555555556,1
"model_20110926_608554224.xml",30,2,6,129.4,0.261111111111111,1
"model_20110926_608554224.xml",30,2,10,122.233333333333,0.189814814814815,1
"model_20111020_455520177.xml",11,0,1,116.2,1,1
"model_20111020_455520177.xml",11,0,2,117.866666666667,0.666666666666667,1
"model_20111020_455520177.xml",11,0,4,113.433333333333,0.555555555555556,1
"model_20111020_455520177.xml",11,0,6,112.366666666667,0.511111111111111,1
"model_20111020_455520177.xml",11,0,10,109.2,0.511111111111111,1
"model_20111025_1408959776.xml",13,0,1,127.2,1,1
"model_20111025_1408959776.xml",13,0,2,128.366666666667,0.666666666666667,1
"model_20111025_1408959776.xml",13,0,4,115.766666666667,0.555555555555556,1
"model_20111025_1408959776.xml",13,0,6,113.966666666667,0.5,1
"model_20111025_1408959776.xml",13,0,10,113.3,0.5,1
"model_20111027_1380540076.xml",10,0,1,113.833333333333,1,1
"model_20111027_1380540076.xml",10,0,2,107.166666666667,0.666666666666667,1
"model_20111027_1380540076.xml",10,0,4,108.1,0.555555555555556,1
"model_20111027_1380540076.xml",10,0,6,107.166666666667,0.511111111111111,1
"model_20111027_1380540076.xml",10,0,10,104.866666666667,0.511111111111111,1
"model_20111027_668940289.xml",29,4,1,152.566666666667,1,1
"model_20111027_668940289.xml",29,4,2,137.566666666667,0.5,1
"model_20111027_668940289.xml",29,4,4,126.633333333333,0.333333333333333,1
"model_20111027_668940289.xml",29,4,6,125.1,0.333333333333333,1
"model_20111027_668940289.xml",29,4,10,127.033333333333,0.255952380952381,1
"model_20111027_966072474.xml",10,0,1,106.7,1,1
"model_20111027_966072474.xml",10,0,2,111.2,0.666666666666667,1
"model_20111027_966072474.xml",10,0,4,105,0.555555555555556,1
"model_20111027_966072474.xml",10,0,6,99.9,0.511111111111111,1
"model_20111027_966072474.xml",10,0,10,102.3,0.511111111111111,1
"model_20111029_1654942500.xml",37,6,1,236.566666666667,1,1
"model_20111029_1654942500.xml",37,6,2,211.666666666667,0.72962962962963,1
"model_20111029_1654942500.xml",37,6,4,186,0.6,1
"model_20111029_1654942500.xml",37,6,6,153.333333333333,0.6,1
"model_20111029_1654942500.xml",37,6,10,139.5,0.481481481481481,1
"model_20111031_386778867.xml",25,0,1,179.766666666667,1,1
"model_20111031_386778867.xml",25,0,2,152,0.641666666666667,0.888888888888889
"model_20111031_386778867.xml",25,0,4,134.3,0.476190476190476,1
"model_20111031_386778867.xml",25,0,6,125.066666666667,0.476190476190476,1
"model_20111031_386778867.xml",25,0,10,122.466666666667,0.476190476190476,1
"model_20111111_1026730216.xml",37,0,1,191.066666666667,1,1
"model_20111111_1026730216.xml",37,0,2,185.866666666667,0.633333333333333,1
"model_20111111_1026730216.xml",37,0,4,159.533333333333,0.404166666666667,0.855555555555556
"model_20111111_1026730216.xml",37,0,6,146.933333333333,0.29969696969697,0.922222222222222
"model_20111111_1026730216.xml",37,0,10,138.133333333333,0.247474747474747,1
"model_20111129_1932950448.xml",13,0,1,120.2,1,1
"model_20111129_1932950448.xml",13,0,2,116.733333333333,0.666666666666667,1
"model_20111129_1932950448.xml",13,0,4,114.5,0.555555555555556,1
"model_20111129_1932950448.xml",13,0,6,116.166666666667,0.5,1
"model_20111129_1932950448.xml",13,0,10,109.766666666667,0.5,1
"model_20111130_1614470655.xml",77,0,1,213.233333333333,1,1
"model_20111130_1614470655.xml",77,0,2,204.6,0.5,1
"model_20111130_1614470655.xml",77,0,4,187.666666666667,0.305555555555556,1
"model_20111130_1614470655.xml",77,0,6,173.7,0.205555555555556,1
"model_20111130_1614470655.xml",77,0,10,163.833333333333,0.14021164021164,1
"model_20111201_1252018702.xml",61,2,1,483.066666666667,1,1
"model_20111201_1252018702.xml",61,2,2,387.033333333333,0.579256146903206,0.95
"model_20111201_1252018702.xml",61,2,4,298.466666666667,0.405138339920949,0.953333333333333
"model_20111201_1252018702.xml",61,2,6,246.933333333333,0.317115251897861,0.953333333333333
"model_20111201_1252018702.xml",61,2,10,175.7,0.259259259259259,1
"model_20111201_372659565.xml",61,0,1,419.166666666667,1,1
"model_20111201_372659565.xml",61,0,2,330.566666666667,0.642857142857143,0.994444444444444
"model_20111201_372659565.xml",61,0,4,263.633333333333,0.491335978835979,1
"model_20111201_372659565.xml",61,0,6,236.933333333333,0.385185185185185,1
"model_20111201_372659565.xml",61,0,10,169.566666666667,0.281481481481481,1
"model_20111214_733452875.xml",15,0,1,115.233333333333,1,1
"model_20111214_733452875.xml",15,0,2,107.6,0.666666666666667,1
"model_20111214_733452875.xml",15,0,4,106.866666666667,0.5,1
"model_20111214_733452875.xml",15,0,6,111.533333333333,0.5,1
"model_20111214_733452875.xml",15,0,10,102.666666666667,0.464285714285714,1
"model_20111220_1184087779.xml",15,1,1,131.766666666667,1,1
"model_20111220_1184087779.xml",15,1,2,124.833333333333,0.666666666666667,1
"model_20111220_1184087779.xml",15,1,4,120.9,0.5,1
"model_20111220_1184087779.xml",15,1,6,119.5,0.5,1
"model_20111220_1184087779.xml",15,1,10,119.466666666667,0.464285714285714,1
"model_20111220_1450733948.xml",41,0,1,3642.9,1,0.833333333333333
"model_20111220_1450733948.xml",41,0,2,2595.9,0.925408496732026,0.957142857142857
"model_20111220_1450733948.xml",41,0,4,1590.53333333333,0.660925925925926,0.946666666666667
"model_20111220_1450733948.xml",41,0,6,614.2,0.538888888888889,1
"model_20111220_1450733948.xml",41,0,10,409.366666666667,0.538888888888889,1
"model_20120109_1808102333.xml",18,2,1,134.833333333333,1,1
"model_20120109_1808102333.xml",18,2,2,129.833333333333,0.666666666666667,1
"model_20120109_1808102333.xml",18,2,4,124.733333333333,0.555555555555556,1
"model_20120109_1808102333.xml",18,2,6,117.9,0.466666666666667,1
"model_20120109_1808102333.xml",18,2,10,116.6,0.437037037037037,1
"model_20120110_1094246588.xml",10,2,1,129.633333333333,1,1
"model_20120110_1094246588.xml",10,2,2,118.933333333333,0.666666666666667,1
"model_20120110_1094246588.xml",10,2,4,115.333333333333,0.555555555555556,1
"model_20120110_1094246588.xml",10,2,6,115.433333333333,0.511111111111111,1
"model_20120110_1094246588.xml",10,2,10,114.633333333333,0.511111111111111,1
"model_20120110_1256867454.xml",10,2,1,127.933333333333,1,1
"model_20120110_1256867454.xml",10,2,2,124.466666666667,0.722222222222222,1
"model_20120110_1256867454.xml",10,2,4,116.933333333333,0.666666666666667,1
"model_20120110_1256867454.xml",10,2,6,114.566666666667,0.577777777777778,1
"model_20120110_1256867454.xml",10,2,10,115.8,0.577777777777778,1
"model_20120110_139114401.xml",10,2,1,128.966666666667,1,1
"model_20120110_139114401.xml",10,2,2,119.733333333333,0.833333333333333,1
"model_20120110_139114401.xml",10,2,4,117.633333333333,0.666666666666667,1
"model_20120110_139114401.xml",10,2,6,112.566666666667,0.622222222222222,1
"model_20120110_139114401.xml",10,2,10,114.566666666667,0.622222222222222,1
"model_20120110_1719396361.xml",10,2,1,129,1,1
"model_20120110_1719396361.xml",10,2,2,124.233333333333,0.75,1
"model_20120110_1719396361.xml",10,2,4,116.266666666667,0.555555555555556,1
"model_20120110_1719396361.xml",10,2,6,112.766666666667,0.511111111111111,1
"model_20120110_1719396361.xml",10,2,10,115.9,0.511111111111111,1
"model_20120110_1754443954.xml",10,1,1,122.633333333333,1,1
"model_20120110_1754443954.xml",10,1,2,118.766666666667,0.666666666666667,1
"model_20120110_1754443954.xml",10,1,4,113.1,0.555555555555556,1
"model_20120110_1754443954.xml",10,1,6,112.466666666667,0.511111111111111,1
"model_20120110_1754443954.xml",10,1,10,110.466666666667,0.511111111111111,1
"model_20120110_855603964.xml",10,2,1,127.233333333333,1,1
"model_20120110_855603964.xml",10,2,2,119.733333333333,0.666666666666667,1
"model_20120110_855603964.xml",10,2,4,115.5,0.555555555555556,1
"model_20120110_855603964.xml",10,2,6,113.133333333333,0.511111111111111,1
"model_20120110_855603964.xml",10,2,10,114.9,0.511111111111111,1
"model_20120111_1667229430.xml",24,2,1,174.033333333333,1,1
"model_20120111_1667229430.xml",24,2,2,156.733333333333,0.6,0.888888888888889
"model_20120111_1667229430.xml",24,2,4,141.6,0.420634920634921,1
"model_20120111_1667229430.xml",24,2,6,128.733333333333,0.365079365079365,1
"model_20120111_1667229430.xml",24,2,10,126.933333333333,0.365079365079365,1
"model_20120113_1803352101.xml",43,2,1,264.966666666667,1,0.992592592592593
"model_20120113_1803352101.xml",43,2,2,240.566666666667,0.662582972582973,0.948148148148148
"model_20120113_1803352101.xml",43,2,4,204.1,0.519432419432419,0.948148148148148
"model_20120113_1803352101.xml",43,2,6,163.266666666667,0.404166666666667,1
"model_20120113_1803352101.xml",43,2,10,157.833333333333,0.35952380952381,1
"model_20120113_1950870026.xml",10,1,1,124.133333333333,1,1
"model_20120113_1950870026.xml",10,1,2,118.033333333333,0.666666666666667,1
"model_20120113_1950870026.xml",10,1,4,116.6,0.555555555555556,1
"model_20120113_1950870026.xml",10,1,6,115.433333333333,0.511111111111111,1
"model_20120113_1950870026.xml",10,1,10,110.966666666667,0.511111111111111,1
"model_20120122_258977494.xml",19,5,1,142.7,1,1
"model_20120122_258977494.xml",19,5,2,136.933333333333,0.666666666666667,1
"model_20120122_258977494.xml",19,5,4,128.6,0.611111111111111,1
"model_20120122_258977494.xml",19,5,6,125.7,0.466666666666667,1
"model_20120122_258977494.xml",19,5,10,124.6,0.437037037037037,1
"model_20120124_94644767.xml",12,0,1,122.5,1,1
"model_20120124_94644767.xml",12,0,2,122.033333333333,0.666666666666667,1
"model_20120124_94644767.xml",12,0,4,112.433333333333,0.555555555555556,1
"model_20120124_94644767.xml",12,0,6,110.833333333333,0.5,1
"model_20120124_94644767.xml",12,0,10,110.5,0.5,1
"model_20120130_333619036.xml",31,0,1,162.433333333333,1,1
"model_20120130_333619036.xml",31,0,2,162.2,0.583333333333333,1
"model_20120130_333619036.xml",31,0,4,143.433333333333,0.305555555555556,1
"model_20120130_333619036.xml",31,0,6,141.5,0.261111111111111,1
"model_20120130_333619036.xml",31,0,10,132.7,0.189814814814815,1
"model_20120201_1444061231.xml",38,11,1,222.133333333333,1,1
"model_20120201_1444061231.xml",38,11,2,210.233333333333,0.555555555555556,0.944444444444444
"model_20120201_1444061231.xml",38,11,4,176.6,0.385299145299145,0.933333333333333
"model_20120201_1444061231.xml",38,11,6,164.733333333333,0.30952380952381,0.888888888888889
"model_20120201_1444061231.xml",38,11,10,141.066666666667,0.271929824561403,1
"model_20120201_865979127.xml",28,17,1,180.666666666667,1,1
"model_20120201_865979127.xml",28,17,2,163.1,0.533333333333333,1
"model_20120201_865979127.xml",28,17,4,145.666666666667,0.392857142857143,1
"model_20120201_865979127.xml",28,17,6,147.8,0.392857142857143,1
"model_20120201_865979127.xml",28,17,10,136.8,0.351190476190476,1
"model_20120201_899753062.xml",27,17,1,188.9,1,1
"model_20120201_899753062.xml",27,17,2,174.233333333333,0.6,0.833333333333333
"model_20120201_899753062.xml",27,17,4,157.966666666667,0.44047619047619,0.833333333333333
"model_20120201_899753062.xml",27,17,6,149.433333333333,0.383333333333333,0.833333333333333
"model_20120201_899753062.xml",27,17,10,138.366666666667,0.310897435897436,1
"model_20120202_114979109.xml",22,5,1,147.933333333333,1,1
"model_20120202_114979109.xml",22,5,2,137.566666666667,0.5,1
"model_20120202_114979109.xml",22,5,4,133.2,0.388888888888889,1
"model_20120202_114979109.xml",22,5,6,120.933333333333,0.277777777777778,1
"model_20120202_114979109.xml",22,5,10,124.466666666667,0.277777777777778,1
"model_20120202_1596034358.xml",10,1,1,119.933333333333,1,1
"model_20120202_1596034358.xml",10,1,2,118.366666666667,0.666666666666667,1
"model_20120202_1596034358.xml",10,1,4,111.7,0.555555555555556,1
"model_20120202_1596034358.xml",10,1,6,112.966666666667,0.511111111111111,1
"model_20120202_1596034358.xml",10,1,10,110.533333333333,0.511111111111111,1
"model_20120205_24117969.xml",34,0,1,134.2,1,1
"model_20120205_24117969.xml",34,0,2,130.533333333333,0.5,1
"model_20120205_24117969.xml",34,0,4,122.3,0.333333333333333,1
"model_20120205_24117969.xml",34,0,6,118.333333333333,0.244444444444444,1
"model_20120205_24117969.xml",34,0,10,114,0.181481481481481,1
"model_20120229_1103715736.xml",14,0,1,118.7,1,1
"model_20120229_1103715736.xml",14,0,2,117.566666666667,0.666666666666667,1
"model_20120229_1103715736.xml",14,0,4,112.333333333333,0.5,1
